GameID	    GameID alt.	Hash	         Name
SLPM-65286	SLPM_652.86	0x7FE654F9F5	Auto Modellista - US Tuned
SLUS-20498	SLUS_204.98	0x9469953995	Auto Modellista [Beta]
SLUS-28031	SLUS_280.31	0xC331CD61A5	Auto Modellista [Beta]
SLES-52459	SLES_524.59	0x8B51A90165	Autobahn Raser - Das Spiel zum Film
SLES-51009	SLES_510.09	0x61B941E9DD	Autobahn Raser IV
SLUS-21395	SLUS_213.95	0x748975D97D	Avatar - The Last Airbender
SLES-55263	SLES_552.63	0x459961C90D	Avatar - The Last Airbender - Into the Inferno
SLUS-21804	SLUS_218.04	0xDD21DD712D	Avatar - The Last Airbender - Into the Inferno
SLUS-21588	SLUS_215.88	0x85798529B5	Avatar - The Last Airbender - The Burning Earth
SLES-54188	SLES_541.88	0x5C8179D18D	Avatar - The Legend of Aang
SLES-54840	SLES_548.40	0x3DE119B14D	Avatar - The Legend of Aang -- The Burning Earth
SLPM-66491	SLPM_664.91	0x28CE7CD135	Ayaka Shibito
SLPM-66862	SLPM_668.62	0x896EDC713D	Ayaka Shibito [Best Selection]
SLPM-65086	SLPM_650.86	0x37AE1CB17D	Ayumi Hamasaki Dome Tour 2001 - A Visual Mix [Disc 1]
SLPM-65087	SLPM_650.87	0x37AE1CB175	Ayumi Hamasaki Dome Tour 2001 - A Visual Mix [Disc 2]
SLPS-25465	SLPS_254.65	0x40F14CE115	Azumi
SLES-54695	SLES_546.95	0xDD01F95155	Azur & Asmar
SCES-53960	SCES_539.60	0x04D9C188F5	B-Boy
SLES-53960	SLES_539.60	0x04D92189F5	B-Boy
SLUS-21761	SLUS_217.61	0xD529D5794D	B-Boy
SLES-54380	SLES_543.80	0xAD7189217D	Babe
SLUS-20865	SLUS_208.65	0xF409F5596D	Backyard Baseball
SLUS-21403	SLUS_214.03	0x748975D93D	Backyard Baseball '07
SLUS-21884	SLUS_218.84	0xCD31CD61BD	Backyard Baseball 2010
SLUS-20704	SLUS_207.04	0xAC51AD013D	Backyard Basketball
SLUS-21485	SLUS_214.85	0x6C916DC195	Backyard Basketball '07
SLUS-20876	SLUS_208.76	0xF409F55905	Backyard Football 2006
SLUS-21670	SLUS_216.70	0xBD41BD111D	Backyard Football 2008
SLUS-21751	SLUS_217.51	0xAD51AD0185	Backyard Football 2009
SLUS-21809	SLUS_218.09	0xDD21DD71C5	Backyard Football 2009
SCES-51986	SCES_519.86	0x72A9B1F855	Backyard Wrestling - Don't Try This At Home
SLES-51986	SLES_519.86	0x72A951F955	Backyard Wrestling - Don't Try This At Home
SLPS-25341	SLPS_253.41	0x20912C8155	Backyard Wrestling - Don't Try This at Home
SLUS-20638	SLUS_206.38	0xB449B519D5	Backyard Wrestling - Don't Try This At Home
SCES-52686	SCES_526.86	0xC319014805	Backyard Wrestling - There Goes the Neighborhood
SLES-52686	SLES_526.86	0xC319E14905	Backyard Wrestling - There Goes the Neighborhood
SLPS-25493	SLPS_254.93	0x78C974D94D	Backyard Wrestling 2 - There Goes the Neighborhood
SLUS-21043	SLUS_210.43	0x1CE11DB115	Backyard Wrestling 2 - There Goes the Neighborhood
SLUS-20982	SLUS_209.82	0xEC11ED41CD	Bad Boys 2
SCES-51772	SCES_517.72	0x3AE1F9B06D	Bad Boys II
SCES-52362	SCES_523.62	0x9349511875	Bad Boys II
SCES-52363	SCES_523.63	0x934951187D	Bad Boys II
SLES-51772	SLES_517.72	0x3AE119B16D	Bad Boys II
SLES-52362	SLES_523.62	0x9349B11975	Bad Boys II
SLES-52363	SLES_523.63	0x9349B1197D	Bad Boys II
SLPM-65635	SLPM_656.35	0xD83E8C2105	Bakuen Kakeshi Neverland Senki Zero
SCPS-15086	SCPS_150.86	0x3691CC80CD	Bakufuu Slash! Kizuna Arashi [Game Only]
SCPS-15079	SCPS_150.79	0x3691CC8085	Bakufuu Slash! Kizuna Arashi [with Camera]
SCAJ-20107	SCAJ_201.07	0xB3C5D098FD	Bakufuu Slash!! Kizna Arashi
SLES-55579	SLES_555.79	0xF629D1799D	Bakugan Battle Brawlers
SLUS-21902	SLUS_219.02	0xF509F55915	Bakugan Battle Brawlers
SLPM-65835	SLPM_658.35	0x886EDC7115	Bakumatsu Koihana - Shinsengumi
SLPS-25818	SLPS_258.18	0xA919A409E5	Bakumatsu Renka - Karyuu Kenshiden
SLPS-25817	SLPS_258.17	0xA919A409FD	Bakumatsu Renka - Karyuu Kenshiden [Limited Edition]
SLPS-25792	SLPS_257.92	0xA919A40935	Bakumatsu Roman - Last Blade 2-in-1 [NeoGeo Online Collection the Best]
SLPM-65522	SLPM_655.22	0x47DE6CC16D	Bakushou! Jinsei Kaidow
TCPS-10082	TCPS_100.82	0x51F1AC90CD	Bakushou! Jinsei Kaidow
SLPM-65812	SLPM_658.12	0x8066D479E5	Bakushou! Jinsei Kaimichi [Taito Best]
SCAJ-20083	SCAJ_200.83	0x8BFDE8A005	Bakuso! Mountain Bikers
SCPS-15062	SCPS_150.62	0x3E99C48805	Bakuso! Mountain Bikers
SLPM-62378	SLPM_623.78	0x54CE7CD1BD	Bakusou Convoy Densetsu
SLPM-74419	SLPM_744.19	0x608E3C9135	BAKUSOU DEKOTORA DENSETSU - OTOKO HANAMICHI YUME ROMAN [PLAYSTATION 2 THE BEST]
SCAJ-20010	SCAJ_200.10	0x9BEDF8B0DD	Bakusou Dekotora Densetsu 3
SLPM-66815	SLPM_668.15	0xF91EAC01C5	Baldr Bullet - Equilibrium
ALCH-00012	ALCH_000.12	0x00E4901964	Baldr Bullet - Equilibrium [Limited Edition]
SLPM-65904	SLPM_659.04	0x987ECC61DD	Baldr Force EXE
SLPM-66356	SLPM_663.56	0x08EE5CF16D	Baldr Force EXE [Alchemist Best]
ALCH-00002	ALCH_000.02	0x00E4901914	Baldr Force EXE [Mega Box]
ALCH-00006	ALCH_000.06	0x00E4901934	Baldr Force EXE [Simalcrum Pack Alchemist Best]
SCES-50672	SCES_506.72	0xC9110940FD	Baldur's Gate - Dark Alliance
SLES-50672	SLES_506.72	0xC911E941FD	Baldur's Gate - Dark Alliance
SLPS-25139	SLPS_251.39	0x10A11CB115	Baldur's Gate - Dark Alliance
SLPS-25140	SLPS_251.40	0x10A11CB12D	Baldur's Gate - Dark Alliance
SLUS-20035	SLUS_200.35	0x03F905A98D	Baldur's Gate - Dark Alliance
SLPS-25291	SLPS_252.91	0x28992489ED	Baldur's Gate - Dark Alliance [PCCW The Best]
SCES-52187	SCES_521.87	0x429981C82D	Baldur's Gate - Dark Alliance 2
SCES-52188	SCES_521.88	0x429981C815	Baldur's Gate - Dark Alliance 2
SLES-52187	SLES_521.87	0x429961C92D	Baldur's Gate - Dark Alliance 2
SLES-52188	SLES_521.88	0x429961C915	Baldur's Gate - Dark Alliance 2
SLUS-20675	SLUS_206.75	0xA459A5092D	Baldur's Gate - Dark Alliance 2
SLPM-65845	SLPM_658.45	0x886EDC71E5	Baldur's Gate - Dark Alliance II
SCES-51978	SCES_519.78	0x72A9B1F895	Baphomets Fluch - Der Schlafende Drache
SLES-51978	SLES_519.78	0x72A951F995	Baphomets Fluch - Der Schlafende Drache
SCES-50972	SCES_509.72	0x71A9B1F825	Barbarian
SLES-50972	SLES_509.72	0x71A951F925	Barbarian
SLUS-20136	SLUS_201.36	0x3BC13D91ED	Barbarian
SCES-51845	SCES_518.45	0x12C9D1988D	Barbie - Horse Adventure
SLES-51845	SLES_518.45	0x12C931998D	Barbie - Horse Adventure
SLES-55015	SLES_550.15	0x0DD1298185	Barbie as The Island Princess
SLUS-21684	SLUS_216.84	0xBD41BD118D	Barbie as The Island Princess
SLES-55371	SLES_553.71	0xA67981294D	Barbie Horse Adventures - Riding Camp
SLUS-21806	SLUS_218.06	0xDD21DD713D	Barbie Horse Adventures - Riding Camp
SLUS-20664	SLUS_206.64	0xBC41BD11ED	Barbie Horse Adventures - Wild Horse Rescue
SCES-54566	SCES_545.66	0xFD2139707D	Barbie in The 12 Dancing Princesses
SCES-54608	SCES_546.08	0xE5392168D5	Barbie in The 12 Dancing Princesses
SLES-54566	SLES_545.66	0xFD21D9717D	Barbie in The 12 Dancing Princesses
SLES-54608	SLES_546.08	0xE539C169D5	Barbie in The 12 Dancing Princesses
SLUS-21579	SLUS_215.79	0x857985294D	Barbie in The 12 Dancing Princesses
SCES-53154	SCES_531.54	0x5B8199D0FD	Bard's Tale
SLES-53154	SLES_531.54	0x5B8179D1FD	Bard's Tale
SLUS-20803	SLUS_208.03	0xC439C5694D	Bard's Tale, The
SCES-54376	SCES_543.76	0xAD7169205D	Barnyard
SCKA-20096	SCKA_200.96	0x3340D298A5	Barnyard
SLES-54376	SLES_543.76	0xAD7189215D	Barnyard
SLUS-21277	SLUS_212.77	0x54A955F92D	Barnyard
SLES-55216	SLES_552.16	0x5D8179D16D	Baroque
SLPM-66747	SLPM_667.47	0xE90EBC11F5	Baroque
SLUS-21714	SLUS_217.14	0xA559A509A5	Baroque
SLPM-55107	SLPM_551.07	0x65F644E9CD	Baroque International
SLPM-62155	SLPM_621.55	0x0C962489ED	Baseball 2002, The
SLPM-65379	SLPM_653.79	0x67FE4CE1C5	Baseball 2003 - Akikigou
SLPM-65180	SLPM_651.80	0x1F86349945	Baseball 2003, The
SLPS-25469	SLPS_254.69	0x40F14CE135	Baseball Live 2005
SLPS-20084	SLPS_200.84	0x0BB10CA13D	Basic Studio [Disc 1]
SLPS-20085	SLPS_200.85	0x0BB10CA135	Basic Studio [Disc 2]
SLPS-20266	SLPS_202.66	0x5BE15CF19D	Baskelian
SCES-51850	SCES_518.50	0x12C9D198F5	Basketball Xciting
SLES-51850	SLES_518.50	0x12C93199F5	Basketball Xciting
SLUS-20339	SLUS_203.39	0x4BB14DE145	Bass Fishing Duel - Sega Sports
SLPM-66075	SLPM_660.75	0x40A614B95D	Bass Landing 3
SLPS-25213	SLPS_252.13	0x00B10CA175	Bass Landing 3
SLPS-25337	SLPS_253.37	0x20912C8175	Bass Landing 3 [Sammy Best]
SLPS-25336	SLPS_253.36	0x20912C817D	Bass Landing 3 [with TsuriCon2+] [Sammy Best]
SCES-51862	SCES_518.62	0x12C9D19815	Bass Master Fishing
SLES-51862	SLES_518.62	0x12C9319915	Bass Master Fishing
SCES-50512	SCES_505.12	0xE1392168D5	Bass Strike
SLES-50512	SLES_505.12	0xE139C169D5	Bass Strike
SLPM-62147	SLPM_621.47	0x0C962489AD	Bass Strike
SLUS-20325	SLUS_203.25	0x4BB14DE1F5	Bass Strike
SLUS-20709	SLUS_207.09	0xAC51AD0115	Batman - Rise of Sin-Tzu
SLUS-20226	SLUS_202.26	0x53A955F9D5	Batman - Vengeance
SCES-51756	SCES_517.56	0x3AE1F9B0ED	Batman 2 - The Rise of Sin Tsu
SLES-51756	SLES_517.56	0x3AE119B1ED	Batman 2 - The Rise of Sin Tsu
SCES-53387	SCES_533.87	0x944951187D	Batman Begins
SLES-53387	SLES_533.87	0x9449B1197D	Batman Begins
SLUS-21198	SLUS_211.98	0x24D92589C5	Batman Begins
SCES-50355	SCES_503.55	0x99415910B5	Batman Vengeance
SLES-50355	SLES_503.55	0x9941B911B5	Batman Vengeance
SCES-50777	SCES_507.77	0x21F9E1A85D	Battle Engine Aquila
SLES-50777	SLES_507.77	0x21F901A95D	Battle Engine Aquila
SLUS-20495	SLUS_204.95	0x946995397D	Battle Engine Aquila
SLPM-62048	SLPM_620.48	0x24BE0CA19D	Battle Gear 2
SCAJ-20055	SCAJ_200.55	0x83F5E0A82D	Battle Gear 3
SLPM-65434	SLPM_654.34	0x5FC674D935	Battle Gear 3
TCPS-10076	TCPS_100.76	0x59F9A49835	Battle Gear 3
TCPS-10077	TCPS_100.77	0x59F9A4983D	Battle Gear 3 [Limited Edition]
SLPS-25855	SLPS_258.55	0xA111AC01C5	Battle of Sunrise
SLPS-25734	SLPS_257.34	0xB909B41915	Battle of Yu Yu Hakushou - Shitou! Ankoku Bujutsukai 120%
SLPS-25675	SLPS_256.75	0x893984294D	Battle Stadium D.O.N.
SCES-53729	SCES_537.29	0xCC11094075	Battlefield 2 - Modern Combat
SCES-53730	SCES_537.30	0xCC1109406D	Battlefield 2 - Modern Combat
SLES-53729	SLES_537.29	0xCC11E94175	Battlefield 2 - Modern Combat
SLES-53730	SLES_537.30	0xCC11E9416D	Battlefield 2 - Modern Combat
SLPM-66206	SLPM_662.06	0x6086349955	Battlefield 2 - Modern Combat
SLUS-29152	SLUS_291.52	0xE411ED417D	Battlefield 2 - Modern Combat [Demo]
SLPM-66651	SLPM_666.51	0xD1368429CD	Battlefield 2 - Modern Combat [EA Best Hits]
SLPM-55034	SLPM_550.34	0x0D9E2C816D	Battlefield 2 - Modern Combat [EA:SY! 1980]
SLUS-29117	SLUS_291.17	0xF401FD5185	Battlefield 2 - Modern Combat [Public Beta Vol.1.0]
SLUS-21026	SLUS_210.26	0x1CE11DB19D	Battlefield 2 - Mordern Combat
SLUS-20421	SLUS_204.21	0x639965C9DD	Battlestar Galactica
SCES-51702	SCES_517.02	0xCA110940CD	Battlestar Galactica - Apostasy
SLES-51702	SLES_517.02	0xCA11E941CD	Battlestar Galactica - Apostasy
SCES-51714	SCES_517.14	0x32E9F1B895	BCV - Battle Construction Vehicles
SLES-51714	SLES_517.14	0x32E911B995	BCV - Battle Construction Vehicles
SCES-50548	SCES_505.48	0xE9312960FD	BDFL Manager 2002
SLES-50548	SLES_505.48	0xE931C961FD	BDFL Manager 2002
SCES-51025	SCES_510.25	0x61B9A1E85D	BDFL Manager 2003
SLES-51025	SLES_510.25	0x61B941E95D	BDFL Manager 2003
SCES-51084	SCES_510.84	0x518991D885	BDFL Manager 2004
SCES-51458	SCES_514.58	0xF229317855	BDFL Manager 2004
SLES-51084	SLES_510.84	0x518971D985	BDFL Manager 2004
SLES-51458	SLES_514.58	0xF229D17955	BDFL Manager 2004
SCES-51383	SCES_513.83	0x9A41591095	Beach King Stunt Racer
SLES-51383	SLES_513.83	0x9A41B91195	Beach King Stunt Racer
SLPS-20346	SLPS_203.46	0x4BF14CE10D	Beast Sapp
SLPS-25304	SLPS_253.04	0x2899248975	Beast Sapp
SCES-53505	SCES_535.05	0xF42931784D	Beat Down - Fists of Vengeance
SLES-53505	SLES_535.05	0xF429D1794D	Beat Down - Fists of Vengeance
SLPM-66181	SLPM_661.81	0x608634998D	Beat Down - Fists of Vengeance
SLPM-66819	SLPM_668.19	0x8166D4795D	Beat Down - Fists of Vengeance [Best Price]
SLPM-66446	SLPM_664.46	0x20C674D995	Beat Down - Fists of Vengeance [CapKore]
SLUS-21150	SLUS_211.50	0x34C9359955	Beatdown - Fists of Vengeance
SLUS-21239	SLUS_212.39	0x2CD12D8105	Beatmania
SLPM-62052	SLPM_620.52	0x24BE0CA1BD	Beatmania Da! Da! Da!
SLPM-66180	SLPM_661.80	0x6086349985	Beatmania IIDX - 10th Style
SLPM-65006	SLPM_650.06	0xC75EEC410D	Beatmania IIDX - 3rd Style
SLPM-65026	SLPM_650.26	0x3FA614B995	Beatmania IIDX - 4th Style
SLPM-65049	SLPM_650.49	0x3FA614B94D	Beatmania IIDX - 5th Style - New Songs Collection
SLPM-65156	SLPM_651.56	0x1F86349985	Beatmania IIDX - 6th Style
SLPM-65593	SLPM_655.93	0xC82E9C31C5	Beatmania IIDX - 7th Style
SLPM-65768	SLPM_657.68	0xF81EAC017D	Beatmania IIDX - 8th Style
SLPM-65946	SLPM_659.46	0xA046F459B5	Beatmania IIDX - 9th Style
SLPM-66426	SLPM_664.26	0x18FE4CE10D	Beatmania IIDX 11 - Red
SLPM-66621	SLPM_666.21	0xC92E9C31E5	Beatmania IIDX 12 - Happy Sky
SLPM-66828	SLPM_668.28	0x8166D47925	Beatmania IIDX 13 - DistorteD
SLPM-66995	SLPM_669.95	0xA94EFC51F5	BeatMania IIDX 14 - Gold
SLPM-55117	SLPM_551.17	0x65F644E9BD	BeatMania IIDX 15 - DJ Troopers
SLPM-55221	SLPM_552.21	0x5DCE7CD145	BeatMania IIDX 16 - Empress + Premium Best
SLPM-62175	SLPM_621.75	0x0C9624894D	Beatmania Utsu Utsu Utsu! [Konami The Best]
SLPS-25474	SLPS_254.74	0x78C974D9F5	Beck - The Game
SLES-55016	SLES_550.16	0x0DD12981FD	Bee Movie Game
SLUS-21622	SLUS_216.22	0x8D718D21AD	Bee Movie Game
SLES-55440	SLES_554.40	0x9649B119A5	Ben 10 - Alien Force
SLUS-21815	SLUS_218.15	0xDD21DD71F5	Ben 10 - Alien Force
SLUS-21921	SLUS_219.21	0xFD01FD5165	Ben 10 - Alien Force - Vilgax Attacks
SLES-54951	SLES_549.51	0x1DC1399195	Ben 10 - Protector of Earth
SLUS-21661	SLUS_216.61	0xB549B519CD	Ben 10 - Protector of Earth
SLES-55592	SLES_555.92	0xFE21D9710D	Ben 10 Alien Force - Vilgax Attacks
SLES-55639	SLES_556.39	0xE639C169ED	Ben 10 Ultimate Alien - Cosmic Destruction
SCES-51350	SCES_513.50	0x9249511895	Ben Hur
SLES-51350	SLES_513.50	0x9249B11995	Ben Hur
SLAJ-25039	SLAJ_250.39	0x6815E0490D	Beni no Umi 2
KOEI-00082	KOEI_000.82	0x9074E1A984	Beni no Umi 2 [Koei the Best]
SLPM-66423	SLPM_664.23	0x18FE4CE165	Beni no Umi 2 [Koei the Best]
SLKA-25213	SLKA_252.13	0x00780AA175	Berserk
SLPM-65688	SLPM_656.88	0xE006B419E5	Berserk
SLPM-65686	SLPM_656.86	0xE006B41995	Berserk [Branded Box]
SLPS-25497	SLPS_254.97	0x78C974D92D	Berwick Saga - Tear Ring Saga Series
SLPS-25496	SLPS_254.96	0x78C974D925	Berwick Saga - Tear Ring Saga Series [Deluxe Pack]
SCED-50783	SCED_507.83	0xA1F2E1A86D	Best Games Ever 6
SCED-50786	SCED_507.86	0xA9FAE9A08D	Best Games Ever 8
SCED-51280	SCED_512.80	0x2272612895	Best Games Ever 9
SCED-51389	SCED_513.89	0x1A4A5910C5	Best PS2 Games Ever 10
SLES-54456	SLES_544.56	0x9D41B911ED	Beverly Hills Cop
SCES-51917	SCES_519.17	0x02D9C188DD	Beyond Good and Evil
SLES-51917	SLES_519.17	0x02D92189DD	Beyond Good and Evil
SLUS-20763	SLUS_207.63	0xD429D5799D	Beyond Good and Evil
SLUS-29082	SLUS_290.82	0xFC09F559B5	Beyond Good and Evil [Demo]
SLUS-21711	SLUS_217.11	0xA559A5094D	Biathlon 2008
SCES-54023	SCES_540.23	0x74A9B1F8FD	Bible Game
SLES-54023	SLES_540.23	0x74A951F9FD	Bible Game, The
SLUS-21175	SLUS_211.75	0x3CC13D9115	Bible Game, The
SLPM-62389	SLPM_623.89	0x54CE7CD145	Big Bass - Bass Tsuri Kanzen Kouryaku [SuperLite 2000 Series]
SCES-51355	SCES_513.55	0x92495118FD	Big Mutha Truckers
SLES-51355	SLES_513.55	0x9249B119FD	Big Mutha Truckers
SLUS-20605	SLUS_206.05	0x8C718D21F5	Big Mutha Truckers
SCES-52980	SCES_529.80	0x0BD1C9801D	Big Mutha Truckers 2
SLES-52980	SLES_529.80	0x0BD129811D	Big Mutha Truckers 2
SLUS-21086	SLUS_210.86	0x04F905A965	Big Mutha Truckers 2
SLUS-21860	SLUS_218.60	0xCD31CD617D	BIGS 2, The
SLUS-21623	SLUS_216.23	0x8D718D21A5	BIGS, The
SLES-54319	SLES_543.19	0xBD61993175	Biker Mice from Mars
SLUS-21578	SLUS_215.78	0x8579852945	Biker Mice from Mars
SCPS-11004	SCPS_110.04	0x3291CC805D	Bikkuri Mouse
SCES-51859	SCES_518.59	0x12C9D1983D	Billiards Xciting
SLES-51859	SLES_518.59	0x12C931993D	Billiards Xciting
SCES-53736	SCES_537.36	0xCC1109403D	Billy the Wizard - Rocket Broomstick Racing
SLES-53736	SLES_537.36	0xCC11E9413D	Billy the Wizard - Rocket Broomstick Racing
SLPS-25659	SLPS_256.59	0x91219C31D5	Binchou-Tan - Shiwase Koyomi
SLPS-25658	SLPS_256.58	0x91219C31DD	Binchou-Tan - Shiwase Koyomi [Limited Edition]
SLPM-86770	SLPM_867.70	0x6C9E2C812D	BioHazard - 5th Anniversary Package
SLPM-65024	SLPM_650.24	0x3FA614B985	BioHazard - 5th Anniversary Package - Nightmare Returns [Disc 1]
SLPM-65025	SLPM_650.25	0x3FA614B98D	BioHazard - 5th Anniversary Package - Nightmare Returns [Disc 2]
SLPM-65022	SLPM_650.22	0xC75EEC418D	BioHazard - Code Veronica - Perfect Version
SLPM-65357	SLPM_653.57	0x6FF644E9BD	BioHazard - Code Veronica - Perfect Version
SLPM-66520	SLPM_665.20	0x30D664C935	BioHazard - Code Veronica [Premium Box]
SLPM-66213	SLPM_662.13	0x688E3C9185	BioHazard 4
SLPM-74288	SLPM_742.88	0x40AE1CB10D	BioHazard 4 [PlayStation 2 the Best 2nd Reprint]
SLPM-74262	SLPM_742.62	0x48A614B935	BioHazard 4 [PlayStation 2 the Best Reprint]
SLPM-74229	SLPM_742.29	0xB05EEC41D5	BioHazard 4 [PlayStation 2 The Best]
SLPM-55143	SLPM_551.43	0x6DFE4CE1E5	BioHazard Code - Veronica Kanzenban [Best Price]
SLPM-65060	SLPM_650.60	0x37AE1CB1AD	Biohazard Gun Survivor 2 - CODE - Veronica
SLPM-65059	SLPM_650.59	0x37AE1CB195	Biohazard Gun Survivor 2 - CODE - Veronica [with Guncon]
SLPM-65245	SLPM_652.45	0x0F9624895D	Biohazard Gun Survivor 4 - Heroes Never Die
SLPM-65428	SLPM_654.28	0x5FC674D945	BioHazard Outbreak
SLPM-65692	SLPM_656.92	0xE006B419C5	BioHazard Outbreak - File 2
SLPN-40002	SLPN_400.02	0x3737842905	BioHazard Outbreak [Network Adaptor Pack]
SLPM-74201	SLPM_742.01	0xB856E449BD	Biohazard Outbreak [PlayStation 2 The Best]
SLUS-20818	SLUS_208.18	0xC439C569C5	Bionicle
SCES-51956	SCES_519.56	0x0AD1C9801D	Bionicle - The Game
SLES-51956	SLES_519.56	0x0AD129811D	Bionicle - The Game
SCES-54150	SCES_541.50	0x548991D8D5	Bionicle Heroes
SLES-54150	SLES_541.50	0x548971D9D5	Bionicle Heroes
SLPM-66645	SLPM_666.45	0xD1368429BD	Bionicle Heroes
SLUS-21428	SLUS_214.28	0x7C817DD14D	Bionicle Heroes
SCES-52667	SCES_526.67	0xDB011950B5	Birmingham City - Club Football 2005
SLES-52667	SLES_526.67	0xDB01F951B5	Birmingham City - Club Football 2005
SLPM-65348	SLPM_653.48	0x6FF644E9F5	Bistro Cupid 2
SLPM-65347	SLPM_653.47	0x6FF644E9CD	Bistro Cupid 2 [Limited Edition]
SCES-53886	SCES_538.86	0x2CF1E9A06D	Black
SCES-54030	SCES_540.30	0x74A9B1F8B5	Black
SLAJ-25078	SLAJ_250.78	0x601DE841CD	Black
SLES-54030	SLES_540.30	0x74A951F9B5	Black
SLPM-66354	SLPM_663.54	0x08EE5CF15D	Black
SLUS-21376	SLUS_213.76	0x748975D9E5	Black
SLUS-29180	SLUS_291.80	0xE411ED419D	Black [Demo]
SLPM-66731	SLPM_667.31	0xE90EBC1175	Black [EA Best Hits]
SLPM-66961	SLPM_669.61	0xA146F459ED	Black [EA-SY! 1980]
SLES-53886	SLES_538.86	0x2CF109A16D	Black [Review]
SLUS-20506	SLUS_205.06	0x94699539D5	Black & Bruised
SLUS-29045	SLUS_290.45	0xC431CD61F5	Black & Bruised [Demo]
SLUS-28027	SLUS_280.27	0xC331CD6185	Black & Bruised [Trade Demo]
SCES-51620	SCES_516.20	0xDA0119504D	Black and Bruised
SLES-51620	SLES_516.20	0xDA01F9514D	Black and Bruised
SLES-54213	SLES_542.13	0x449961C9DD	Black Buccaneer
SLPM-66289	SLPM_662.89	0x789E2C8135	Black Cat
CPCS-01019	CPCS_010.19	0x7811E8C224	Black Cat [Limited Pack]
SCES-53317	SCES_533.17	0xA47961283D	Black Market Bowling
SLES-53317	SLES_533.17	0xA47981293D	Black Market Bowling
SLPS-20187	SLPS_201.87	0x239924896D	Black Matrix 2
SLPS-20299	SLPS_202.99	0x43F944E98D	Black Matrix 2
SCES-51013	SCES_510.13	0x61B9A1E8FD	Blade 2
SCES-51014	SCES_510.14	0x61B9A1E8E5	Blade 2
SLES-51013	SLES_510.13	0x61B941E9FD	Blade 2
SLES-51014	SLES_510.14	0x61B941E9E5	Blade 2
SLUS-20360	SLUS_203.60	0x738975D9A5	Blade 2
SLPM-66270	SLPM_662.70	0x7096248945	Blazing Souls
SLPM-66269	SLPM_662.69	0x709624895D	Blazing Souls [Limited Edition]
SCPS-15116	SCPS_151.16	0x4EE9B4F8A5	Bleach - Blade Battles
SCPS-19329	SCPS_193.29	0x72C994D8ED	Bleach - Blade Battles [PlayStation 2 the Best]
SCPS-15119	SCPS_151.19	0x4EE9B4F8BD	Bleach - Blade Battles 2nd
SCAJ-20140	SCAJ_201.40	0xBBCDD890CD	Bleach - Erabareshi Tamashi
SCPS-15087	SCPS_150.87	0x3691CC80C5	Bleach - Erabareshi Tamashi
SCAJ-20165	SCAJ_201.65	0xA3D5C0889D	Bleach - Hanatareshi Yabou
SCPS-15101	SCPS_151.01	0x3691CC8055	Bleach - Hanatareshi Yabou
SCPS-19330	SCPS_193.30	0x72C994D8F5	Bleach - Hanatareshi Yabou [PlayStation 2 the Best]
SCPS-19331	SCPS_193.31	0x72C994D8FD	Bleach - Selected Soul [PlayStation 2 the Best]
SLUS-21128	SLUS_211.28	0x34C93599E5	Blitz - The League
SLPS-20443	SLPS_204.43	0x63D964C92D	Blocks Club with Bumpy Trot
SCPS-15007	SCPS_150.07	0x2E89D4985D	Blood - The Last Vampire - Vol.1 Joukan
SCPS-15008	SCPS_150.08	0x2681DC90AD	Blood - The Last Vampire - Vol.2 Gekan
SCES-50771	SCES_507.71	0x21F9E1A80D	Blood Omen 2 - Legend of Kain
SCES-50772	SCES_507.72	0x21F9E1A835	Blood Omen 2 - Legend of Kain
SCES-50815	SCES_508.15	0x29F1E9A065	Blood Omen 2 - Legend of Kain
SLES-50771	SLES_507.71	0x21F901A90D	Blood Omen 2 - Legend of Kain
SLES-50772	SLES_507.72	0x21F901A935	Blood Omen 2 - Legend of Kain
SLES-50815	SLES_508.15	0x29F109A165	Blood Omen 2 - Legend of Kain
SCES-51474	SCES_514.74	0xF2293178D5	Blood Rayne
SLES-51474	SLES_514.74	0xF229D179D5	Blood Rayne
SCES-52755	SCES_527.55	0x33E9F1B81D	Blood Will Tell
SLES-52755	SLES_527.55	0x33E911B91D	Blood Will Tell
SLUS-20782	SLUS_207.82	0xDC21DD713D	Blood Will Tell
SLKA-25225	SLKA_252.25	0x38403299ED	Blood Will Tell: Tezuka Osamu's Dororo
SLPM-60248	SLPM_602.48	0x6AF644E915	Blood Will Tell: Tezuka Osamu's Dororo
SLPS-25677	SLPS_256.77	0x893984297D	Blood+ One Night Kiss
SCPS-15112	SCPS_151.12	0x4EE9B4F885	Blood+ Souyoku Battle Rinbukyoku
SLPM-65665	SLPM_656.65	0xE006B4192D	BloodRayne
SLUS-20461	SLUS_204.61	0x6B916DC195	BloodRayne
SCES-53831	SCES_538.31	0x24F9E1A8AD	BloodRayne 2
SCES-53832	SCES_538.32	0x24F9E1A8D5	BloodRayne 2
SLES-53831	SLES_538.31	0x24F901A9AD	BloodRayne 2
SLES-53832	SLES_538.32	0x24F901A9D5	BloodRayne 2
SLUS-20862	SLUS_208.62	0xCC31CD61AD	Bloodrayne 2
SCES-50203	SCES_502.03	0xB1697138DD	Bloody Roar 3
SLES-50203	SLES_502.03	0xB1699139DD	Bloody Roar 3
SLPM-62055	SLPM_620.55	0x24BE0CA1A5	Bloody Roar 3
SLUS-20212	SLUS_202.12	0x2BD12D811D	Bloody Roar 3
